title,Genre,rating,year
Mouse Hunt,Children,3.07,1997
Scream 2,Comedy,2.92,1997
Stranger in the House,Thriller,3.25,1997
"Sweet Hereafter, The",Drama,4.25,1997
Titanic,Drama,3.41,1997
Tomorrow Never Dies,Action,3.07,1997
"Postman, The",Action,2.69,1997
"Horse Whisperer, The",Drama,3.75,1998
Jackie Brown,Crime,3.7,1997
Kundun,Drama,3.25,1997
Mr. Magoo,Comedy,1.75,1997
"Big Lebowski, The",Comedy,3.92,1998
Afterglow,Drama,4.5,1997
My Life in Pink (Ma vie en rose),Comedy,4.06,1997
Great Expectations,Drama,3.32,1998
3 Ninjas: High Noon On Mega Mountain,Action,4.0,1998
Senseless,Comedy,2.0,1998
Wag the Dog,Comedy,3.34,1997
Dark City,Adventure,3.82,1998
Hard Rain,Action,2.5,1998
Half Baked,Comedy,3.59,1998
Fallen,Crime,3.5,1998
Shooting Fish,Comedy,4.1,1997
Fallen Angels (Duo luo tian shi),Drama,2.0,1995
"Four Days in September (O Que É Isso, Companheiro?)",Drama,5.0,1997
Spice World,Comedy,1.35,1997
Deep Rising,Action,2.3,1998
Music From Another Room,Drama,3.0,1998
"Replacement Killers, The",Action,2.93,1998
B. Monkey,Crime,2.5,1998
Night Flier,Horror,4.0,1997
Blues Brothers 2000,Action,2.71,1998
"Wedding Singer, The",Comedy,3.42,1998
Sphere,Sci-Fi,2.76,1998
Palmetto,Crime,2.8,1998
As Good as It Gets,Comedy,3.7,1997
King of New York,Crime,3.9,1990
Twilight,Crime,2.33,1998
U.S. Marshals,Action,3.02,1998
Welcome to Woop-Woop,Comedy,4.0,1997
Love and Death on Long Island,Comedy,3.0,1997
Everest,Documentary,4.25,1998
Hush,Thriller,2.0,1998
Suicide Kings,Comedy,3.42,1997
"Man in the Iron Mask, The",Action,3.5,1998
"Newton Boys, The",Crime,3.0,1998
Wild Things,Crime,3.02,1998
Paulie,Adventure,2.31,1998
"Cool, Dry Place, A",Drama,3.0,1998
Fireworks (Hana-bi),Crime,4.0,1997
Primary Colors,Comedy,3.5,1998
Wide Awake,Children,3.67,1998
Two Girls and a Guy,Comedy,2.0,1997
"Object of My Affection, The",Comedy,2.67,1998
Homegrown,Comedy,1.0,1998
The Players Club,Comedy,3.5,1998
Barney's Great Adventure,Adventure,2.0,1998
"Big One, The",Comedy,3.33,1997
Chinese Box,Drama,3.25,1997
Lost in Space,Action,2.45,1998
Mercury Rising,Action,3.0,1998
"Spanish Prisoner, The",Crime,4.0,1997
City of Angels,Drama,3.38,1998
"Last Days of Disco, The",Comedy,4.5,1998
"Odd Couple II, The",Comedy,2.25,1998
My Giant,Comedy,3.0,1998
He Got Game,Drama,3.21,1998
"Gingerbread Man, The",Drama,3.0,1998
Live Flesh (Carne trémula),Drama,3.88,1997
Zero Effect,Comedy,3.97,1998
"Borrowers, The",Adventure,3.04,1997
Krippendorf's Tribe,Comedy,2.57,1998
Kurt & Courtney,Documentary,4.0,1998
"Real Blonde, The",Comedy,3.5,1997
Mr. Nice Guy (Yat goh ho yan),Action,2.56,1997
Taste of Cherry (Ta'm e guilass),Drama,3.67,1997
Character (Karakter),Drama,2.62,1997
Species II,Horror,1.94,1998
Major League: Back to the Minors,Comedy,2.43,1998
"Big Hit, The",Action,2.93,1998
Tarzan and the Lost City,Action,2.0,1998
"Dancer, Texas Pop. 81",Comedy,3.0,1998
"Misérables, Les",Crime,3.75,1998
Clockwatchers,Comedy,3.92,1997
Deep Impact,Drama,3.07,1998
Quest for Camelot,Adventure,2.0,1998
Godzilla,Action,1.95,1998
Bulworth,Comedy,3.27,1998
Fear and Loathing in Las Vegas,Adventure,3.97,1998
"Opposite of Sex, The",Comedy,3.12,1998
Almost Heroes,Adventure,2.0,1998
Hope Floats,Comedy,2.67,1998
Insomnia,Drama,3.75,1997
"Ugly, The",Horror,2.0,1997
"Perfect Murder, A",Thriller,3.28,1998
Beyond Silence (Jenseits der Stille),Drama,4.5,1996
Six Days Seven Nights,Adventure,2.84,1998
Can't Hardly Wait,Comedy,3.33,1998
High Art,Drama,3.5,1998
"Children of Heaven, The (Bacheha-Ye Aseman)",Comedy,4.0,1997
Dream for an Insomniac,Drama,4.0,1996
Henry Fool,Comedy,3.33,1997
Mr. Jealousy,Comedy,2.5,1997
Mulan,Adventure,3.57,1998
"X-Files: Fight the Future, The",Action,3.44,1998
I Went Down,Comedy,2.0,1997
Dr. Dolittle,Comedy,2.61,1998
Out of Sight,Comedy,3.86,1998
Picnic at Hanging Rock,Drama,4.0,1975
Smoke Signals,Comedy,3.39,1998
Buffalo '66 (a.k.a. Buffalo 66),Drama,3.42,1998
Armageddon,Action,3.05,1998
Lethal Weapon 4,Action,2.85,1998
Madeline,Children,2.5,1998
Small Soldiers,Animation,2.83,1998
Pi,Drama,3.85,1998
Whatever,Drama,3.5,1998
There's Something About Mary,Comedy,3.68,1998
Plan 9 from Outer Space,Horror,3.19,1959
"Broadway Melody, The",Musical,3.0,1929
All Quiet on the Western Front,Action,4.35,1930
Cimarron,Drama,3.5,1931
Grand Hotel,Drama,4.0,1932
Mutiny on the Bounty,Adventure,4.17,1935
"Great Ziegfeld, The",Drama,3.5,1936
"Life of Emile Zola, The",Drama,3.0,1937
You Can't Take It with You,Comedy,3.83,1938
Mrs. Miniver,Drama,4.0,1942
Going My Way,Comedy,3.25,1944
"Lost Weekend, The",Drama,4.0,1945
"Best Years of Our Lives, The",Drama,4.06,1946
Gentleman's Agreement,Drama,4.0,1947
Hamlet,Drama,3.5,1948
All the King's Men,Drama,4.25,1949
From Here to Eternity,Drama,3.95,1953
On the Waterfront,Crime,4.19,1954
Marty,Drama,3.83,1955
West Side Story,Drama,3.6,1961
Tom Jones,Adventure,3.64,1963
"Man for All Seasons, A",Drama,4.33,1966
In the Heat of the Night,Drama,4.18,1967
Oliver!,Drama,3.57,1968
Midnight Cowboy,Drama,3.95,1969
"French Connection, The",Action,3.87,1971
Rocky,Drama,3.83,1976
Kramer vs. Kramer,Drama,3.89,1979
Ordinary People,Drama,4.0,1980
Chariots of Fire,Drama,4.04,1981
Terms of Endearment,Comedy,3.8,1983
Out of Africa,Drama,3.67,1985
"Last Emperor, The",Drama,3.69,1987
Rain Man,Drama,3.81,1988
Driving Miss Daisy,Drama,3.74,1989
Take the Money and Run,Comedy,3.36,1969
Klute,Drama,4.08,1971
Repo Man,Comedy,3.38,1984
Metropolitan,Comedy,3.62,1990
Labyrinth,Adventure,3.82,1986
"Breakfast Club, The",Comedy,3.78,1985
"Nightmare on Elm Street 2: Freddy's Revenge, A",Horror,2.35,1985
"Nightmare on Elm Street 3: Dream Warriors, A",Horror,2.92,1987
"Nightmare on Elm Street 4: The Dream Master, A",Horror,2.43,1988
"Nightmare on Elm Street 5: The Dream Child, A",Horror,2.14,1989
"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A)",Horror,2.2,1991
Friday the 13th,Horror,2.88,1980
Friday the 13th Part 2,Horror,2.5,1981
Friday the 13th Part 3: 3D,Horror,2.21,1982
Friday the 13th Part IV: The Final Chapter,Horror,2.58,1984
Friday the 13th Part V: A New Beginning,Horror,2.5,1985
Friday the 13th Part VI: Jason Lives,Horror,3.25,1986
Friday the 13th Part VII: The New Blood,Horror,2.0,1988
Friday the 13th Part VIII: Jason Takes Manhattan,Horror,2.0,1989
Halloween,Horror,3.72,1978
Halloween II,Horror,2.4,1981
Halloween III: Season of the Witch,Horror,2.17,1982
Halloween 4: The Return of Michael Myers,Horror,2.0,1988
Halloween 5: The Revenge of Michael Myers,Horror,1.5,1989
Prom Night,Horror,2.5,1980
Prom Night IV: Deliver Us From Evil,Horror,4.0,1992
Child's Play,Horror,2.71,1988
Child's Play 2,Horror,2.38,1990
Child's Play 3,Comedy,1.8,1991
Poltergeist,Horror,3.43,1982
Poltergeist II: The Other Side,Horror,1.67,1986
Poltergeist III,Horror,1.88,1988
"Exorcist, The",Horror,3.8,1973
Exorcist II: The Heretic,Horror,1.5,1977
"Exorcist III, The",Horror,2.0,1990
Lethal Weapon,Action,3.67,1987
Lethal Weapon 2,Action,3.18,1989
Lethal Weapon 3,Action,2.93,1992
Gremlins,Comedy,3.38,1984
Gremlins 2: The New Batch,Comedy,3.33,1990
"Goonies, The",Action,3.57,1985
"Mask of Zorro, The",Action,3.1,1998
Polish Wedding,Comedy,3.5,1998
"This World, Then the Fireworks",Crime,3.0,1997
Soylent Green,Drama,3.47,1973
Metropolis,Drama,3.86,1927
Back to the Future Part II,Adventure,3.51,1989
Back to the Future Part III,Adventure,3.37,1990
"Poseidon Adventure, The",Action,3.1,1972
Freaky Friday,Children,2.62,1977
"Absent-Minded Professor, The",Children,3.39,1961
"Apple Dumpling Gang Rides Again, The",Children,2.88,1979
Babes in Toyland,Children,3.1,1961
Bambi,Animation,3.37,1942
Seven Samurai (Shichinin no samurai),Action,4.19,1954
Dangerous Liaisons,Drama,4.0,1988
Dune,Adventure,3.43,1984
"Last Temptation of Christ, The",Drama,3.69,1988
"Godfather: Part III, The",Crime,3.36,1990
"Rapture, The",Drama,3.33,1991
Lolita,Drama,3.93,1997
Disturbing Behavior,Horror,2.0,1998
Jane Austen's Mafia!,Comedy,1.83,1998
Saving Private Ryan,Action,4.15,1998
"Barefoot Executive, The",Children,2.0,1971
"Black Cauldron, The",Adventure,3.75,1985
"Black Hole, The",Children,2.61,1979
Blackbeard's Ghost,Children,3.67,1968
Blank Check,Children,2.25,1994
Candleshoe,Adventure,4.0,1977
"Cat from Outer Space, The",Children,2.33,1978
"Computer Wore Tennis Shoes, The",Children,2.86,1969
Condorman,Action,3.33,1981
D2: The Mighty Ducks,Children,2.58,1994
Darby O'Gill and the Little People,Adventure,2.75,1959
"Devil and Max Devlin, The",Comedy,2.5,1981
Flight of the Navigator,Adventure,3.21,1986
"Great Mouse Detective, The",Action,3.56,1986
Herbie Goes Bananas,Adventure,2.88,1980
Herbie Goes to Monte Carlo,Adventure,2.33,1977
Hocus Pocus,Children,2.76,1993
"Honey, I Blew Up the Kid",Children,2.05,1992
"Honey, I Shrunk the Kids",Adventure,2.76,1989
Hot Lead and Cold Feet,Action,3.0,1978
In Search of the Castaways,Adventure,3.0,1962
"Incredible Journey, The",Adventure,3.38,1963
"Negotiator, The",Action,3.35,1998
"Parent Trap, The",Children,3.0,1998
BASEketball,Comedy,3.07,1998
Roger & Me,Documentary,3.84,1989
"Purple Rose of Cairo, The",Comedy,3.73,1985
Out of the Past,Film-Noir,4.12,1947
Doctor Zhivago,Drama,4.14,1965
Fanny and Alexander (Fanny och Alexander),Drama,2.75,1982
"Trip to Bountiful, The",Drama,4.25,1985
Tender Mercies,Drama,3.4,1983
And the Band Played On,Drama,3.25,1993
"'burbs, The",Comedy,3.18,1989
Fandango,Comedy,3.6,1985
"Night Porter, The (Portiere di notte, Il)",Crime,3.67,1974
Mephisto,Drama,5.0,1981
Blue Velvet,Drama,3.95,1986
"Journey of Natty Gann, The",Adventure,3.4,1985
"Jungle Book, The",Animation,3.83,1967
Lady and the Tramp,Animation,3.4,1955
"Little Mermaid, The",Animation,3.43,1989
"Mighty Ducks, The",Children,2.65,1992
"Muppet Christmas Carol, The",Children,3.74,1992
Newsies,Children,2.7,1992
101 Dalmatians (One Hundred and One Dalmatians),Adventure,3.43,1961
Peter Pan,Animation,3.57,1953
Popeye,Adventure,2.5,1980
"Rescuers Down Under, The",Adventure,3.5,1990
"Rescuers, The",Adventure,3.19,1977
Return from Witch Mountain,Children,2.25,1978
"Return of Jafar, The",Adventure,2.42,1994
Return to Oz,Adventure,3.0,1985
"Rocketeer, The",Action,3.26,1991
"Shaggy D.A., The",Children,2.83,1976
Sleeping Beauty,Animation,3.41,1959
Something Wicked This Way Comes,Children,2.9,1983
Son of Flubber,Children,2.5,1963
Song of the South,Adventure,3.42,1946
Splash,Comedy,3.12,1984
Steamboat Willie,Animation,2.33,1928
Tall Tale,Adventure,2.5,1995
Tex,Drama,4.0,1982
Tron,Action,3.34,1982
Swing Kids,Drama,3.7,1993
Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode),Horror,3.0,1998
L.A. Story,Comedy,3.48,1991
"Jerk, The",Comedy,3.37,1979
Dead Men Don't Wear Plaid,Comedy,3.31,1982
"Man with Two Brains, The",Comedy,3.25,1983
Grand Canyon,Crime,3.19,1991
"Outsiders, The",Drama,3.72,1983
Indiana Jones and the Temple of Doom,Action,3.64,1984
"Lord of the Rings, The",Adventure,3.13,1978
1984 (Nineteen Eighty-Four),Drama,3.71,1984
"Dead Zone, The",Thriller,3.73,1983
Maximum Overdrive,Horror,1.33,1986
Needful Things,Drama,2.0,1993
Cujo,Horror,2.21,1983
Children of the Corn,Horror,2.45,1984
All Dogs Go to Heaven,Animation,2.7,1989
"Addams Family, The",Children,3.29,1991
Ever After: A Cinderella Story,Comedy,3.62,1998
Snake Eyes,Action,2.77,1998
Atlantic City,Crime,3.69,1980
Autumn Sonata (Höstsonaten),Drama,4.62,1978
Who's Afraid of Virginia Woolf?,Drama,4.14,1966
Adventures in Babysitting,Adventure,3.32,1987
Weird Science,Comedy,3.11,1985
Doctor Dolittle,Adventure,3.77,1967
"Nutty Professor, The",Comedy,2.46,1963
Charlotte's Web,Animation,3.55,1973
Watership Down,Adventure,4.05,1978
"Secret of NIMH, The",Adventure,3.48,1982
"Dark Crystal, The",Adventure,3.54,1982
"American Tail, An",Adventure,3.17,1986
"American Tail: Fievel Goes West, An",Adventure,2.7,1991
Legend,Adventure,3.08,1985
Sixteen Candles,Comedy,3.6,1984
Pretty in Pink,Comedy,3.24,1986
St. Elmo's Fire,Drama,3.22,1985
"Clan of the Cave Bear, The",Adventure,2.67,1986
House,Comedy,3.06,1986
House II: The Second Story,Comedy,1.75,1987
"Gods Must Be Crazy, The",Adventure,3.89,1980
"Gods Must Be Crazy II, The",Comedy,3.75,1989
Air Bud: Golden Receiver,Children,2.0,1998
"Avengers, The",Action,2.32,1998
How Stella Got Her Groove Back,Drama,1.75,1998
"Slums of Beverly Hills, The",Comedy,3.62,1998
"Best Man, The (Testimone dello sposo, Il)",Comedy,4.0,1998
Henry: Portrait of a Serial Killer,Crime,3.93,1986
Rosemary's Baby,Drama,4.17,1968
"NeverEnding Story, The",Adventure,3.58,1984
"NeverEnding Story II: The Next Chapter, The",Adventure,2.5,1990
Attack of the Killer Tomatoes!,Comedy,2.2,1978
Surf Nazis Must Die,Action,1.0,1987
Your Friends and Neighbors,Comedy,3.5,1998
Return to Paradise,Crime,2.5,1998
Blade,Action,3.36,1998
Dead Man on Campus,Comedy,2.29,1998
Wrongfully Accused,Action,2.4,1998
Next Stop Wonderland,Comedy,3.31,1998
"Strike! (a.k.a. All I Wanna Do, The Hairy Bird)",Comedy,3.0,1998
Beetlejuice,Comedy,3.47,1988
Déjà Vu,Drama,4.5,1997
Rope,Crime,3.9,1948
Family Plot,Comedy,3.17,1976
Frenzy,Thriller,3.5,1972
Topaz,Thriller,3.0,1969
Torn Curtain,Thriller,3.5,1966
Marnie,Drama,3.62,1964
"Wrong Man, The",Drama,2.88,1956
"Man Who Knew Too Much, The",Adventure,3.56,1956
"Trouble with Harry, The",Comedy,3.42,1955
I Confess,Thriller,4.0,1953
Strangers on a Train,Crime,3.98,1951
Stage Fright,Mystery,3.5,1950
54,Drama,2.0,1998
Why Do Fools Fall In Love?,Drama,2.0,1998
Willow,Action,3.34,1988
"Untouchables, The",Action,3.94,1987
Dirty Work,Comedy,3.21,1998
Knock Off,Action,5.0,1998
"Paradine Case, The",Drama,3.5,1947
Lifeboat,Drama,4.36,1944
Shadow of a Doubt,Crime,4.14,1943
Saboteur,Mystery,3.88,1942
Mr. & Mrs. Smith,Comedy,2.88,1941
Suspicion,Film-Noir,4.0,1941
Jamaica Inn,Drama,3.0,1939
"Lady Vanishes, The",Drama,3.92,1938
Sabotage,Thriller,3.25,1936
Secret Agent,Thriller,3.0,1936
"Man Who Knew Too Much, The",Drama,3.67,1934
"Ring, The",Drama,1.0,1927
"Lodger: A Story of the London Fog, The",Crime,3.5,1927
Rounders,Drama,3.86,1998
Cube,Horror,3.43,1997
Simon Birch,Drama,3.0,1998
Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto),Comedy,4.67,1975
My Bodyguard,Drama,3.86,1980
Class,Comedy,3.5,1983
Broadcast News,Comedy,3.43,1987
"Allnighter, The",Comedy,1.5,1987
Working Girl,Comedy,3.2,1988
Married to the Mob,Comedy,3.0,1988
Say Anything...,Comedy,3.92,1989
My Blue Heaven,Comedy,3.18,1990
Hero,Comedy,2.5,1992
Toys,Comedy,2.38,1992
Young Doctors in Love,Comedy,1.5,1982
Parasite,Horror,2.5,1982
No Small Affair,Comedy,4.0,1984
Blame It on Rio,Comedy,3.19,1984
Wisdom,Crime,2.5,1986
One Crazy Summer,Comedy,3.0,1986
About Last Night...,Comedy,3.0,1986
"Seventh Sign, The",Drama,2.8,1988
We're No Angels,Comedy,2.75,1989
Nothing But Trouble,Adventure,2.38,1991
"Butcher's Wife, The",Comedy,3.1,1991
Mortal Thoughts,Mystery,2.5,1991
"Few Good Men, A",Crime,3.79,1992
Indecent Proposal,Drama,3.0,1993
Permanent Midnight,Drama,3.0,1998
One True Thing,Drama,2.75,1998
Rush Hour,Action,3.26,1998
Six-String Samurai,Action,3.6,1998
Ronin,Action,3.52,1998
Urban Legend,Horror,2.4,1998
Clay Pigeons,Crime,3.0,1998
Monument Ave.,Action,2.5,1998
Pecker,Comedy,3.42,1998
"Sheltering Sky, The",Drama,3.5,1990
"Fiendish Plot of Dr. Fu Manchu, The",Comedy,2.0,1980
Them!,Horror,3.8,1954
"Thing, The",Action,3.93,1982
"Player, The",Comedy,3.95,1992
Stardust Memories,Comedy,3.6,1980
Edward Scissorhands,Drama,3.7,1990
Overnight Delivery,Comedy,2.5,1998
Antz,Adventure,3.24,1998
"Impostors, The",Comedy,4.5,1998
"Night at the Roxbury, A",Comedy,2.1,1998
What Dreams May Come,Adventure,3.64,1998
Strangeland,Thriller,4.0,1998
"Producers, The",Comedy,3.97,1968
History of the World: Part I,Comedy,3.62,1981
My Cousin Vinny,Comedy,3.26,1992
Nashville,Drama,3.6,1975
Love Is the Devil,Drama,4.0,1998
Holy Man,Comedy,2.58,1998
One Tough Cop,Action,3.0,1998
"Mighty, The",Drama,3.67,1998
2010: The Year We Make Contact,Sci-Fi,3.59,1984
Children of a Lesser God,Drama,3.83,1986
"Elephant Man, The",Drama,4.03,1980
Beloved,Drama,4.5,1998
Bride of Chucky (Child's Play 4),Comedy,2.17,1998
Practical Magic,Drama,3.21,1998
Happiness,Comedy,4.12,1998
Apt Pupil,Drama,3.0,1998
Pleasantville,Comedy,3.48,1998
Soldier,Action,3.06,1998
"Cruise, The",Documentary,4.25,1998
Life Is Beautiful (La Vita è bella),Comedy,4.15,1997
Orgazmo,Comedy,3.12,1997
Tales from the Darkside: The Movie,Fantasy,3.67,1990
Vampires,Horror,2.43,1998
American History X,Crime,4.22,1998
Hands on a Hard Body,Comedy,4.5,1996
Living Out Loud,Comedy,3.0,1998
Belly,Crime,1.25,1998
Gods and Monsters,Drama,4.12,1998
"Siege, The",Action,2.81,1998
"Waterboy, The",Comedy,3.18,1998
Elizabeth,Drama,3.67,1998
Velvet Goldmine,Drama,3.38,1998
I Still Know What You Did Last Summer,Horror,2.06,1998
I'll Be Home For Christmas,Comedy,1.5,1998
Meet Joe Black,Romance,3.05,1998
Hard Core Logo,Comedy,4.0,1996
Runaway Train,Action,3.25,1985
"Stepford Wives, The",Mystery,3.18,1975
"Pope of Greenwich Village, The",Drama,2.33,1984
Sid and Nancy,Drama,3.44,1986
Mona Lisa,Comedy,3.5,1986
Heart Condition,Comedy,3.5,1990
"Nights of Cabiria (Notti di Cabiria, Le)",Drama,4.29,1957
"Big Chill, The",Comedy,3.84,1983
Enemy of the State,Action,3.49,1998
"Rugrats Movie, The",Animation,2.5,1998
"Bug's Life, A",Adventure,3.52,1998
Celebrity,Comedy,2.6,1998
Central Station (Central do Brasil),Drama,4.42,1998
Savior,Drama,4.0,1998
Waking Ned Devine (a.k.a. Waking Ned),Comedy,3.67,1998
"Celebration, The (Festen)",Drama,4.46,1998
Pink Flamingos,Comedy,2.75,1972
Glen or Glenda,Drama,4.0,1953
Godzilla (Gojira),Drama,2.17,1954
"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The)",Action,1.5,1984
King Kong vs. Godzilla (Kingukongu tai Gojira),Action,2.5,1962
King Kong,Action,3.64,1933
King Kong,Adventure,2.71,1976
King Kong Lives,Adventure,2.0,1986
Desperately Seeking Susan,Comedy,2.67,1985
"Emerald Forest, The",Action,3.0,1985
Fletch,Comedy,3.08,1985
Fletch Lives,Comedy,2.22,1989
Red Sonja,Action,2.28,1985
Gung Ho,Comedy,3.17,1986
"Money Pit, The",Comedy,2.93,1986
"View to a Kill, A",Action,3.21,1985
Lifeforce,Horror,2.5,1985
Police Academy,Comedy,3.02,1984
Police Academy 2: Their First Assignment,Comedy,2.46,1985
Police Academy 3: Back in Training,Comedy,2.3,1986
Police Academy 4: Citizens on Patrol,Comedy,2.14,1987
Police Academy 5: Assignment: Miami Beach,Comedy,2.5,1988
Police Academy 6: City Under Siege,Comedy,1.5,1989
Babe: Pig in the City,Adventure,2.78,1998
Home Fries,Comedy,2.33,1998
Very Bad Things,Comedy,3.44,1998
Steam: The Turkish Bath (Hamam),Drama,4.0,1997
Psycho,Crime,1.89,1998
Little Voice,Comedy,3.93,1998
"Simple Plan, A",Crime,3.8,1998
Jack Frost,Children,1.94,1998
Star Trek: Insurrection,Action,3.15,1998
"Prince of Egypt, The",Animation,3.5,1998
Rushmore,Comedy,3.54,1998
Shakespeare in Love,Comedy,3.78,1998
Miracle on 34th Street,Comedy,4.06,1947
Santa Claus: The Movie,Adventure,2.25,1985
Prancer,Children,3.0,1989
Pale Rider,Western,3.81,1985
Rambo: First Blood Part II,Action,2.66,1985
First Blood (Rambo: First Blood),Action,3.55,1982
Rambo III,Action,1.92,1988
"Jewel of the Nile, The",Action,2.81,1985
Romancing the Stone,Action,3.45,1984
Cocoon,Comedy,3.27,1985
Cocoon: The Return,Comedy,2.33,1988
Rocky II,Action,3.19,1979
Rocky III,Action,2.73,1982
Rocky IV,Action,2.71,1985
Rocky V,Action,1.94,1990
Clue,Comedy,3.39,1985
Young Sherlock Holmes,Action,3.36,1985
Violets Are Blue...,Drama,3.0,1986
Back to School,Comedy,2.91,1986
Heartburn,Comedy,1.0,1986
Nothing in Common,Comedy,2.75,1986
Extremities,Drama,3.75,1986
"Karate Kid, The",Drama,3.57,1984
"Karate Kid, Part II, The",Action,2.78,1986
"Karate Kid, Part III, The",Action,1.75,1989
Christmas Vacation (National Lampoon's Christmas Vacation),Comedy,3.57,1989
You've Got Mail,Comedy,3.12,1998
"General, The",Crime,4.0,1998
"Thin Red Line, The",Action,3.3,1998
"Faculty, The",Horror,2.48,1998
Mighty Joe Young,Action,2.8,1998
Mighty Joe Young,Adventure,2.83,1949
Patch Adams,Comedy,3.37,1998
Stepmom,Drama,3.08,1998
"Civil Action, A",Drama,3.05,1998
Hurlyburly,Drama,4.0,1998
Tea with Mussolini,Comedy,4.25,1999
Affliction,Drama,3.17,1997
Hilary and Jackie,Drama,3.83,1998
Playing by Heart,Drama,3.38,1998
At First Sight,Drama,2.69,1999
In Dreams,Horror,2.0,1999
Varsity Blues,Comedy,3.27,1999
Virus,Horror,2.67,1999
Howard the Duck,Adventure,2.16,1986
"Gate, The",Horror,3.0,1987
"Boy Who Could Fly, The",Drama,2.17,1986
"Fly, The",Horror,3.38,1958
"Fly, The",Drama,3.38,1986
"Fly II, The",Horror,2.28,1989
Running Scared,Action,3.56,1986
Armed and Dangerous,Comedy,2.75,1986
"Texas Chainsaw Massacre, The",Horror,3.27,1974
"Texas Chainsaw Massacre 2, The",Horror,2.0,1986
Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre),Horror,3.0,1994
Ruthless People,Comedy,3.32,1986
Deadly Friend,Horror,1.5,1986
"Name of the Rose, The (Name der Rose, Der)",Crime,3.75,1986
Jumpin' Jack Flash,Action,2.5,1986
Peggy Sue Got Married,Comedy,3.21,1986
Crocodile Dundee,Adventure,3.18,1986
Crocodile Dundee II,Action,2.48,1988
Tough Guys,Comedy,3.0,1986
Soul Man,Comedy,2.56,1986
"Color of Money, The",Drama,3.5,1986
52 Pick-Up,Action,3.67,1986
Heartbreak Ridge,Action,3.75,1986
Firewalker,Adventure,3.33,1986
¡Three Amigos!,Comedy,3.13,1986
My Name Is Joe,Drama,4.0,1998
Still Crazy,Comedy,3.0,1998
"Day of the Beast, The (Día de la Bestia, El)",Adventure,3.5,1995
She's All That,Comedy,2.84,1999
Peeping Tom,Drama,3.0,1960
Payback,Action,3.42,1999
Simply Irresistible,Comedy,3.6,1999
20 Dates,Comedy,3.0,1998
"Harmonists, The",Drama,4.0,1997
"Last Days, The",Documentary,4.0,1998
"Fantastic Planet, The (Planète sauvage, La)",Animation,4.0,1973
Blast from the Past,Comedy,3.11,1999
Message in a Bottle,Romance,2.92,1999
My Favorite Martian,Comedy,2.1,1999
Jawbreaker,Comedy,2.0,1999
October Sky,Drama,3.75,1999
Office Space,Comedy,4.09,1999
"Apple, The (Sib)",Drama,4.0,1998
200 Cigarettes,Comedy,3.17,1999
8MM,Drama,2.94,1999
"Other Sister, The",Comedy,3.33,1999
"Long Goodbye, The",Crime,4.67,1973
"Ballad of Narayama, The (Narayama bushiko)",Drama,5.0,1983
Pet Sematary,Horror,2.85,1989
Pet Sematary II,Comedy,1.83,1992
Children of the Corn II: The Final Sacrifice,Horror,1.75,1993
Children of the Corn III,Horror,1.0,1994
Christine,Horror,2.95,1983
Night Shift,Comedy,3.05,1982
Airport,Drama,2.17,1970
Airport 1975,Action,3.5,1974
Airport '77,Drama,3.25,1977
Rollercoaster,Drama,2.5,1977
"Towering Inferno, The",Action,3.22,1974
Alligator,Action,2.0,1980
Meteor,Sci-Fi,1.83,1979
Westworld,Action,3.42,1973
Logan's Run,Action,3.23,1976
Planet of the Apes,Action,3.8,1968
Beneath the Planet of the Apes,Action,2.78,1970
Battle for the Planet of the Apes,Action,2.78,1973
Conquest of the Planet of the Apes,Action,2.79,1972
Escape from the Planet of the Apes,Action,3.0,1971
Avalanche,Action,2.5,1978
Earthquake,Action,2.67,1974
Beyond the Poseidon Adventure,Adventure,2.0,1979
Dancemaker,Documentary,1.0,1998
Analyze This,Comedy,3.1,1999
"Corruptor, The",Action,2.5,1999
Cruel Intentions,Drama,3.22,1999
"Lock, Stock & Two Smoking Barrels",Comedy,4.05,1998
"School of Flesh, The (École de la chair, L')",Drama,3.0,1998
"Deep End of the Ocean, The",Drama,3.25,1999
"Rage: Carrie 2, The",Horror,1.83,1999
Wing Commander,Action,2.92,1999
"Haunting, The",Horror,4.0,1963
Dead Ringers,Drama,3.69,1988
My Boyfriend's Back,Comedy,1.5,1993
Village of the Damned,Horror,3.08,1960
Children of the Damned,Horror,3.17,1963
Baby Geniuses,Comedy,1.67,1999
I Stand Alone (Seul contre tous),Drama,4.5,1998
Forces of Nature,Comedy,2.33,1999
"King and I, The",Animation,3.0,1999
Ravenous,Horror,3.0,1999
True Crime,Crime,2.75,1999
Dangerous Beauty,Drama,4.17,1998
"King and I, The",Drama,4.17,1956
Doug's 1st Movie,Animation,2.0,1999
EDtv,Comedy,2.97,1999
"Mod Squad, The",Action,3.19,1999
"Walk on the Moon, A",Drama,3.2,1999
"Matrix, The",Action,4.19,1999
10 Things I Hate About You,Comedy,3.53,1999
Tango,Drama,1.0,1998
"Out-of-Towners, The",Comedy,2.0,1999
